method,structure,heavy_tailed,n,p,replication,distance
PCMCI_GPDC,GARCH,True,500,7,3,10
PCMCI_GPDC,GARCH,True,500,7,4,16
PCMCI_GPDC,GARCH,True,500,7,5,9
PCMCI_GPDC,GARCH,True,500,7,6,8
PCMCI_GPDC,GARCH,True,500,7,7,10
PCMCI_GPDC,GARCH,True,500,7,8,10
PCMCI_GPDC,GARCH,True,500,7,9,10
PCMCI_GPDC,GARCH,True,500,7,10,12
PCMCI_GPDC,GARCH,True,500,7,11,9
PCMCI_GPDC,GARCH,True,500,7,12,8
PCMCI_GPDC,GARCH,True,500,7,13,14
PCMCI_GPDC,GARCH,True,500,7,14,10
PCMCI_GPDC,GARCH,True,500,7,15,11
PCMCI_GPDC,GARCH,True,500,7,16,9
PCMCI_GPDC,GARCH,True,500,7,17,9
PCMCI_GPDC,GARCH,True,500,7,18,13
PCMCI_GPDC,GARCH,True,500,7,19,10
PCMCI_GPDC,GARCH,True,500,7,20,16
PCMCI_GPDC,GARCH,True,500,7,21,10
PCMCI_GPDC,GARCH,True,500,7,22,18
PCMCI_GPDC,GARCH,True,500,7,23,5
PCMCI_GPDC,GARCH,True,500,7,24,5
PCMCI_GPDC,GARCH,True,500,7,25,5
PCMCI_GPDC,GARCH,True,500,7,26,8
PCMCI_GPDC,GARCH,True,500,7,27,4
PCMCI_GPDC,GARCH,True,500,7,28,14
PCMCI_GPDC,GARCH,True,500,7,29,10
PCMCI_GPDC,GARCH,True,500,7,30,5
PCMCI_GPDC,GARCH,True,500,7,31,25
PCMCI_GPDC,GARCH,True,500,7,32,6
PCMCI_GPDC,GARCH,True,500,7,33,5
PCMCI_GPDC,GARCH,True,500,7,34,9
PCMCI_GPDC,GARCH,True,500,7,35,9
PCMCI_GPDC,GARCH,True,500,7,36,10
PCMCI_GPDC,GARCH,True,500,7,37,22
PCMCI_GPDC,GARCH,True,500,7,38,6
PCMCI_GPDC,GARCH,True,500,7,39,8
PCMCI_GPDC,GARCH,True,500,7,40,7
PCMCI_GPDC,GARCH,True,500,7,41,13
PCMCI_GPDC,GARCH,True,500,7,42,10
PCMCI_GPDC,GARCH,True,500,7,43,8
PCMCI_GPDC,GARCH,True,500,7,44,4
PCMCI_GPDC,GARCH,True,500,7,45,8
PCMCI_GPDC,GARCH,True,500,7,46,10
PCMCI_GPDC,GARCH,True,500,7,47,11
PCMCI_GPDC,GARCH,True,500,7,48,9
PCMCI_GPDC,GARCH,True,500,7,49,6
PCMCI_GPDC,GARCH,True,500,7,50,9
PCMCI_GPDC,GARCH,True,500,7,51,9
PCMCI_GPDC,GARCH,True,500,7,52,7
PCMCI_GPDC,GARCH,True,500,7,53,6
PCMCI_GPDC,GARCH,True,500,7,54,8
PCMCI_GPDC,GARCH,True,500,7,55,7
PCMCI_GPDC,GARCH,True,500,7,56,6
PCMCI_GPDC,GARCH,True,500,7,57,19
PCMCI_GPDC,GARCH,True,500,7,58,12
PCMCI_GPDC,GARCH,True,500,7,59,10
PCMCI_GPDC,GARCH,True,500,7,60,4
PCMCI_GPDC,GARCH,True,500,7,61,2
PCMCI_GPDC,GARCH,True,500,7,62,13
PCMCI_GPDC,GARCH,True,500,7,63,17
